side,rank,dataset_idx,image_path,mu,sigma,kl
negative_mu,1,22033,/scratch/x3411a10/datasets/ffhq256/imagefolder/train/images/24494.png,-0.98046875,1.004557490348816,0.4806802272796631
negative_mu,2,49178,/scratch/x3411a10/datasets/ffhq256/imagefolder/train/images/54594.png,-0.96875,0.9982087016105652,0.46924149990081787
negative_mu,3,20853,/scratch/x3411a10/datasets/ffhq256/imagefolder/train/images/23192.png,-0.96875,1.0077508687973022,0.46929818391799927
negative_mu,4,35611,/scratch/x3411a10/datasets/ffhq256/imagefolder/train/images/39542.png,-0.96484375,1.0148801803588867,0.46568208932876587
negative_mu,5,30849,/scratch/x3411a10/datasets/ffhq256/imagefolder/train/images/34294.png,-0.9453125,1.0032553672790527,0.446818470954895
negative_mu,6,37580,/scratch/x3411a10/datasets/ffhq256/imagefolder/train/images/41749.png,-0.9375,1.0009770393371582,0.4394540786743164
negative_mu,7,57707,/scratch/x3411a10/datasets/ffhq256/imagefolder/train/images/64127.png,-0.9296875,1.0056923627853394,0.43219178915023804
negative_mu,8,38547,/scratch/x3411a10/datasets/ffhq256/imagefolder/train/images/42817.png,-0.9296875,1.0093821287155151,0.4322471618652344
negative_mu,9,12079,/scratch/x3411a10/datasets/ffhq256/imagefolder/train/images/13455.png,-0.921875,1.0016111135482788,0.4249293804168701
negative_mu,10,29528,/scratch/x3411a10/datasets/ffhq256/imagefolder/train/images/32817.png,-0.921875,1.0091357231140137,0.42500996589660645
positive_mu,1,2783,/scratch/x3411a10/datasets/ffhq256/imagefolder/train/images/03119.png,1.0703125,0.9967703819274902,0.5727949142456055
positive_mu,2,50763,/scratch/x3411a10/datasets/ffhq256/imagefolder/train/images/56361.png,1.0703125,1.0029187202453613,0.5727930068969727
positive_mu,3,55922,/scratch/x3411a10/datasets/ffhq256/imagefolder/train/images/62127.png,1.0234375,1.0002708435058594,0.523712158203125
positive_mu,4,13808,/scratch/x3411a10/datasets/ffhq256/imagefolder/train/images/15384.png,0.99609375,0.999424159526825,0.4961017370223999
positive_mu,5,49221,/scratch/x3411a10/datasets/ffhq256/imagefolder/train/images/54639.png,0.9921875,0.9953720569610596,0.49223947525024414
positive_mu,6,62985,/scratch/x3411a10/datasets/ffhq256/imagefolder/train/images/69981.png,0.984375,0.9890738129615784,0.48461687564849854
positive_mu,7,3976,/scratch/x3411a10/datasets/ffhq256/imagefolder/train/images/04456.png,0.984375,0.9940364360809326,0.4845327138900757
positive_mu,8,4783,/scratch/x3411a10/datasets/ffhq256/imagefolder/train/images/05367.png,0.98046875,0.9995366334915161,0.48065972328186035
positive_mu,9,1000,/scratch/x3411a10/datasets/ffhq256/imagefolder/train/images/01105.png,0.9765625,0.9983305335044861,0.47683995962142944
positive_mu,10,20214,/scratch/x3411a10/datasets/ffhq256/imagefolder/train/images/22481.png,0.96875,1.0028728246688843,0.469246506690979
