n_pruned,n_kept,keep_frac,rec_prior,rec_zero,prior_zero_gap
5.975000000000000000e+03,1.690000000000000000e+02,2.750651041666666782e-02,5.120204722086588861e-02,4.921185506184895531e-02,1.990192159016933304e-03
5.983000000000000000e+03,1.610000000000000000e+02,2.620442708333333218e-02,5.124837951660156377e-02,4.923846867879231454e-02,2.009910837809249229e-03
5.991000000000000000e+03,1.530000000000000000e+02,2.490234375000000000e-02,5.128717295328776016e-02,4.926803792317708403e-02,2.019135030110676132e-03
5.999000000000000000e+03,1.450000000000000000e+02,2.360026041666666782e-02,5.131269938151041682e-02,4.930087560017903936e-02,2.011823781331377459e-03
6.007000000000000000e+03,1.370000000000000000e+02,2.229817708333333218e-02,5.140527598063151377e-02,4.933556849161783997e-02,2.069707489013673796e-03
6.015000000000000000e+03,1.290000000000000000e+02,2.099609375000000000e-02,5.143168589274088598e-02,4.937246322631835826e-02,2.059222666422527714e-03
6.023000000000000000e+03,1.210000000000000000e+02,1.969401041666666782e-02,5.152182642618815395e-02,4.941709594726562821e-02,2.104730478922525738e-03
6.031000000000000000e+03,1.130000000000000000e+02,1.839192708333333218e-02,5.159901377360025937e-02,4.946814676920573139e-02,2.130867004394527975e-03
6.039000000000000000e+03,1.050000000000000000e+02,1.708984375000000000e-02,5.170002237955729357e-02,4.952861277262370077e-02,2.171409606933592806e-03
6.047000000000000000e+03,9.700000000000000000e+01,1.578776041666666782e-02,5.181380055745442997e-02,4.960144348144530924e-02,2.212357076009120738e-03
6.055000000000000000e+03,8.900000000000000000e+01,1.448567708333333391e-02,5.194124857584635213e-02,4.969347101847330916e-02,2.247777557373042967e-03
6.063000000000000000e+03,8.100000000000000000e+01,1.318359375000000000e-02,5.213875528971353979e-02,4.985076039632161532e-02,2.287994893391924467e-03
6.071000000000000000e+03,7.300000000000000000e+01,1.188151041666666609e-02,5.370353825887044102e-02,5.083717219034830648e-02,2.866366068522134547e-03
6.079000000000000000e+03,6.500000000000000000e+01,1.057942708333333391e-02,6.735229949951171413e-02,5.778687438964844048e-02,9.565425109863273656e-03
6.087000000000000000e+03,5.700000000000000000e+01,9.277343750000000000e-03,9.073143463134765441e-02,7.027758534749349584e-02,2.045384928385415857e-02
6.095000000000000000e+03,4.900000000000000000e+01,7.975260416666666088e-03,1.210268076578775998e-01,8.841168416341145531e-02,3.261512349446614445e-02
6.103000000000000000e+03,4.100000000000000000e+01,6.673177083333333044e-03,1.692526794433593662e-01,1.186285644531250016e-01,5.062411499023436456e-02
6.111000000000000000e+03,3.300000000000000000e+01,5.371093750000000000e-03,2.527130310058594009e-01,1.730654785156250097e-01,7.964755249023439121e-02
6.119000000000000000e+03,2.500000000000000000e+01,4.069010416666666956e-03,3.660054890950520945e-01,2.512380574544270662e-01,1.147674316406250283e-01
