n_pruned,n_kept,keep_frac,rec_prior,rec_zero,prior_zero_gap
1.310000000000000000e+02,6.013000000000000000e+03,9.786783854166666297e-01,1.077787526448567706e-01,1.077201329549153652e-01,5.861968994140542843e-05
1.520000000000000000e+02,5.992000000000000000e+03,9.752604166666666297e-01,1.077867019653320352e-01,1.077227457682291695e-01,6.395619710286570836e-05
1.770000000000000000e+02,5.967000000000000000e+03,9.711914062500000000e-01,1.078011535644531199e-01,1.077251556396484344e-01,7.599792480468547939e-05
2.050000000000000000e+02,5.939000000000000000e+03,9.666341145833333703e-01,1.078117507934570340e-01,1.077228693644205759e-01,8.888142903645812609e-05
2.080000000000000000e+02,5.936000000000000000e+03,9.661458333333333703e-01,1.078260487874349027e-01,1.077257425944010416e-01,1.003061930338611241e-04
2.380000000000000000e+02,5.906000000000000000e+03,9.612630208333333703e-01,1.078305745442708352e-01,1.077270406087239563e-01,1.035339355468789524e-04
2.750000000000000000e+02,5.869000000000000000e+03,9.552408854166666297e-01,1.078515055338541695e-01,1.077292572021484318e-01,1.222483317057376784e-04
3.120000000000000000e+02,5.832000000000000000e+03,9.492187500000000000e-01,1.078641825358072903e-01,1.077296457926432277e-01,1.345367431640626110e-04
3.190000000000000000e+02,5.825000000000000000e+03,9.480794270833333703e-01,1.078657338460286413e-01,1.077294123331705711e-01,1.363215128580702595e-04
3.700000000000000000e+02,5.774000000000000000e+03,9.397786458333333703e-01,1.079055501302083331e-01,1.077328801472981767e-01,1.726699829101563388e-04
4.160000000000000000e+02,5.728000000000000000e+03,9.322916666666666297e-01,1.079355656941731745e-01,1.077355219523112029e-01,2.000437418619716023e-04
4.290000000000000000e+02,5.715000000000000000e+03,9.301757812500000000e-01,1.079353530883789131e-01,1.077363327026367168e-01,1.990203857421962708e-04
4.980000000000000000e+02,5.646000000000000000e+03,9.189453125000000000e-01,1.079559529622395875e-01,1.077395182291666642e-01,2.164347330729232688e-04
5.210000000000000000e+02,5.623000000000000000e+03,9.152018229166666297e-01,1.079665522257487048e-01,1.077406972249349004e-01,2.258550008138043852e-04
5.770000000000000000e+02,5.567000000000000000e+03,9.060872395833333703e-01,1.080071807861328059e-01,1.077441777547200469e-01,2.630030314127590474e-04
6.250000000000000000e+02,5.519000000000000000e+03,8.982747395833333703e-01,1.080377349853515606e-01,1.077461313883463501e-01,2.916035970052105464e-04
6.690000000000000000e+02,5.475000000000000000e+03,8.911132812500000000e-01,1.080460322062174461e-01,1.077497873942057233e-01,2.962448120117228134e-04
7.290000000000000000e+02,5.415000000000000000e+03,8.813476562500000000e-01,1.080899358113606712e-01,1.077536570231119734e-01,3.362787882486978353e-04
7.750000000000000000e+02,5.369000000000000000e+03,8.738606770833333703e-01,1.081135777791341207e-01,1.077574167887369733e-01,3.561609903971474367e-04
8.330000000000000000e+02,5.311000000000000000e+03,8.644205729166666297e-01,1.081490224202473899e-01,1.077593983968098967e-01,3.896240234374931388e-04
8.990000000000000000e+02,5.245000000000000000e+03,8.536783854166666297e-01,1.081777648925781182e-01,1.077652430216471391e-01,4.125218709309791398e-04
9.370000000000000000e+02,5.207000000000000000e+03,8.474934895833333703e-01,1.081960154215494824e-01,1.077682189941406299e-01,4.277964274088524865e-04
1.041000000000000000e+03,5.103000000000000000e+03,8.305664062500000000e-01,1.082655578613281183e-01,1.077764546712239591e-01,4.891031901041592578e-04
1.042000000000000000e+03,5.102000000000000000e+03,8.304036458333333703e-01,1.082587086995442649e-01,1.077765767415364562e-01,4.821319580078087252e-04
1.145000000000000000e+03,4.999000000000000000e+03,8.136393229166666297e-01,1.083161824544270901e-01,1.077842397054036422e-01,5.319427490234479583e-04
1.208000000000000000e+03,4.936000000000000000e+03,8.033854166666666297e-01,1.083699244181315080e-01,1.077921035766601504e-01,5.778208414713575936e-04
1.249000000000000000e+03,4.895000000000000000e+03,7.967122395833333703e-01,1.083868530273437436e-01,1.077963480631510401e-01,5.905049641927034854e-04
1.354000000000000000e+03,4.790000000000000000e+03,7.796223958333333703e-01,1.084552953084309962e-01,1.078044260660807330e-01,6.508692423502632218e-04
1.400000000000000000e+03,4.744000000000000000e+03,7.721354166666666297e-01,1.084922297159830740e-01,1.078092814127604160e-01,6.829483032226579819e-04
1.458000000000000000e+03,4.686000000000000000e+03,7.626953125000000000e-01,1.085085647583007851e-01,1.078158137003580735e-01,6.927510579427115234e-04
1.562000000000000000e+03,4.582000000000000000e+03,7.457682291666666297e-01,1.085749150594075563e-01,1.078280797322591078e-01,7.468353271484484690e-04
1.624000000000000000e+03,4.520000000000000000e+03,7.356770833333333703e-01,1.086001642862955696e-01,1.078348795572916657e-01,7.652847290039038741e-04
1.666000000000000000e+03,4.478000000000000000e+03,7.288411458333333703e-01,1.086427149454752550e-01,1.078422114054361919e-01,8.005035400390630995e-04
1.770000000000000000e+03,4.374000000000000000e+03,7.119140625000000000e-01,1.087157012939453105e-01,1.078564453124999933e-01,8.592559814453171185e-04
1.874000000000000000e+03,4.270000000000000000e+03,6.949869791666666297e-01,1.087827311197916702e-01,1.078703867594401067e-01,9.123443603515635214e-04
1.882000000000000000e+03,4.262000000000000000e+03,6.936848958333333703e-01,1.087839340209960926e-01,1.078715092976888085e-01,9.124247233072840801e-04
1.978000000000000000e+03,4.166000000000000000e+03,6.780598958333333703e-01,1.088636286417643262e-01,1.078897598266601587e-01,9.738688151041674512e-04
2.082000000000000000e+03,4.062000000000000000e+03,6.611328125000000000e-01,1.089187983194987025e-01,1.079080734252929746e-01,1.010724894205727864e-03
2.182000000000000000e+03,3.962000000000000000e+03,6.448567708333333703e-01,1.090108093261718814e-01,1.079270421346028713e-01,1.083767191569010024e-03
2.186000000000000000e+03,3.958000000000000000e+03,6.442057291666666297e-01,1.089973225911458343e-01,1.079291656494140578e-01,1.068156941731776555e-03
2.291000000000000000e+03,3.853000000000000000e+03,6.271158854166666297e-01,1.091093322753906303e-01,1.079488291422526086e-01,1.160503133138021670e-03
2.395000000000000000e+03,3.749000000000000000e+03,6.101888020833333703e-01,1.091829396565755228e-01,1.079699818929036464e-01,1.212957763671876354e-03
2.499000000000000000e+03,3.645000000000000000e+03,5.932617187500000000e-01,1.092426340738932300e-01,1.079923095703125002e-01,1.250324503580729774e-03
2.530000000000000000e+03,3.614000000000000000e+03,5.882161458333333703e-01,1.092338582356770782e-01,1.079994913736979228e-01,1.234366861979155350e-03
2.603000000000000000e+03,3.541000000000000000e+03,5.763346354166666297e-01,1.093126912434895792e-01,1.080177073160807355e-01,1.294983927408843716e-03
2.707000000000000000e+03,3.437000000000000000e+03,5.594075520833333703e-01,1.094152272542317644e-01,1.080447189331054658e-01,1.370508321126298612e-03
2.811000000000000000e+03,3.333000000000000000e+03,5.424804687500000000e-01,1.094840840657552022e-01,1.080739329020182354e-01,1.410151163736966806e-03
2.915000000000000000e+03,3.229000000000000000e+03,5.255533854166666297e-01,1.095728230794270897e-01,1.081044576009114605e-01,1.468365478515629152e-03
2.933000000000000000e+03,3.211000000000000000e+03,5.226236979166666297e-01,1.096127237955729222e-01,1.081101781209309887e-01,1.502545674641933560e-03
3.019000000000000000e+03,3.125000000000000000e+03,5.086263020833333703e-01,1.096455586751302058e-01,1.081364095052083363e-01,1.509149169921869538e-03
3.124000000000000000e+03,3.020000000000000000e+03,4.915364583333333148e-01,1.097763814290364515e-01,1.081794016520182256e-01,1.596979777018225910e-03
3.228000000000000000e+03,2.916000000000000000e+03,4.746093750000000000e-01,1.098615915934244847e-01,1.082218831380208357e-01,1.639708455403648957e-03
3.332000000000000000e+03,2.812000000000000000e+03,4.576822916666666852e-01,1.099885640462239522e-01,1.082676971435546920e-01,1.720866902669260234e-03
3.400000000000000000e+03,2.744000000000000000e+03,4.466145833333333148e-01,1.100458811442057289e-01,1.082983194986979203e-01,1.747561645507808570e-03
3.436000000000000000e+03,2.708000000000000000e+03,4.407552083333333148e-01,1.101186452229817730e-01,1.083129699707031240e-01,1.805675252278649001e-03
3.540000000000000000e+03,2.604000000000000000e+03,4.238281250000000000e-01,1.101910603841145808e-01,1.083619847615559934e-01,1.829075622558587466e-03
