n_pruned,n_kept,keep_frac,rec_prior,rec_zero,prior_zero_gap
5.655000000000000000e+03,4.890000000000000000e+02,7.958984375000000000e-02,1.707423848470052130e-01,1.769251098632812491e-01,-6.182725016276036101e-03
5.663000000000000000e+03,4.810000000000000000e+02,7.828776041666667129e-02,1.710176930745442581e-01,1.772427663167317757e-01,-6.225073242187517675e-03
5.671000000000000000e+03,4.730000000000000000e+02,7.698567708333332871e-02,1.708859029134114638e-01,1.775797953287760467e-01,-6.693892415364582904e-03
5.679000000000000000e+03,4.650000000000000000e+02,7.568359375000000000e-02,1.708559560139973899e-01,1.779389811197916726e-01,-7.083025105794282794e-03
5.687000000000000000e+03,4.570000000000000000e+02,7.438151041666667129e-02,1.724390085856119803e-01,1.782909790039062525e-01,-5.851970418294272225e-03
5.695000000000000000e+03,4.490000000000000000e+02,7.307942708333332871e-02,1.722030192057291687e-01,1.786339019775390613e-01,-6.430882771809892651e-03
5.703000000000000000e+03,4.410000000000000000e+02,7.177734375000000000e-02,1.726019053141276127e-01,1.790225494384765637e-01,-6.420644124348950932e-03
5.711000000000000000e+03,4.330000000000000000e+02,7.047526041666667129e-02,1.724245157877604129e-01,1.793603515624999922e-01,-6.935835774739579351e-03
5.719000000000000000e+03,4.250000000000000000e+02,6.917317708333332871e-02,1.731945210774739619e-01,1.797213226318359336e-01,-6.526801554361971736e-03
5.727000000000000000e+03,4.170000000000000000e+02,6.787109375000000000e-02,1.730023396809895753e-01,1.800646626790364524e-01,-7.062322998046877132e-03
5.735000000000000000e+03,4.090000000000000000e+02,6.656901041666667129e-02,1.742132242838541623e-01,1.804319610595703227e-01,-6.218736775716160459e-03
5.743000000000000000e+03,4.010000000000000000e+02,6.526692708333332871e-02,1.742773335774739640e-01,1.807843170166015534e-01,-6.506983439127589364e-03
5.751000000000000000e+03,3.930000000000000000e+02,6.396484375000000000e-02,1.750473988850911322e-01,1.811619099934895782e-01,-6.114511108398446027e-03
5.759000000000000000e+03,3.850000000000000000e+02,6.266276041666667129e-02,1.747294179280599047e-01,1.815429626464843682e-01,-6.813544718424463520e-03
5.767000000000000000e+03,3.770000000000000000e+02,6.136067708333333565e-02,1.757028767903645872e-01,1.818950520833333417e-01,-6.192175292968754574e-03
5.775000000000000000e+03,3.690000000000000000e+02,6.005859375000000000e-02,1.759811940511067652e-01,1.822938039143880140e-01,-6.312609863281248845e-03
5.783000000000000000e+03,3.610000000000000000e+02,5.875651041666666435e-02,1.766538777669270921e-01,1.826706044514974092e-01,-6.016726684570317119e-03
5.791000000000000000e+03,3.530000000000000000e+02,5.745442708333333565e-02,1.764461181640624987e-01,1.831090993245442777e-01,-6.662981160481779019e-03
5.799000000000000000e+03,3.450000000000000000e+02,5.615234375000000000e-02,1.767481384277343748e-01,1.835175567626953219e-01,-6.769418334960947137e-03
5.807000000000000000e+03,3.370000000000000000e+02,5.485026041666666435e-02,1.779110605875651174e-01,1.839040486653645834e-01,-5.992988077799465962e-03
5.815000000000000000e+03,3.290000000000000000e+02,5.354817708333333565e-02,1.777920766194661384e-01,1.842862518310546815e-01,-6.494175211588543162e-03
5.823000000000000000e+03,3.210000000000000000e+02,5.224609375000000000e-02,1.779473276774088675e-01,1.846807454427083217e-01,-6.733417765299454238e-03
5.831000000000000000e+03,3.130000000000000000e+02,5.094401041666666435e-02,1.783307352701822834e-01,1.851037190755208395e-01,-6.772983805338556040e-03
5.839000000000000000e+03,3.050000000000000000e+02,4.964192708333333565e-02,1.791126098632812580e-01,1.855142903645833341e-01,-6.401680501302076109e-03
5.847000000000000000e+03,2.970000000000000000e+02,4.833984375000000000e-02,1.795812713623047008e-01,1.859014099121093777e-01,-6.320138549804676931e-03
5.855000000000000000e+03,2.890000000000000000e+02,4.703776041666666435e-02,1.795069864908854229e-01,1.863661376953124893e-01,-6.859151204427066384e-03
5.863000000000000000e+03,2.810000000000000000e+02,4.573567708333333565e-02,1.802541931152343846e-01,1.867829589843749971e-01,-6.528765869140612521e-03
5.871000000000000000e+03,2.730000000000000000e+02,4.443359375000000000e-02,1.808473144531249910e-01,1.872820017496744927e-01,-6.434687296549501667e-03
5.879000000000000000e+03,2.650000000000000000e+02,4.313151041666666435e-02,1.813309794108072803e-01,1.877419718424479245e-01,-6.410992431640644140e-03
5.887000000000000000e+03,2.570000000000000000e+02,4.182942708333333565e-02,1.815229329427083260e-01,1.881748514811197870e-01,-6.651918538411460968e-03
5.895000000000000000e+03,2.490000000000000000e+02,4.052734375000000000e-02,1.816313802083333317e-01,1.886110656738281266e-01,-6.979685465494794849e-03
5.903000000000000000e+03,2.410000000000000000e+02,3.922526041666666435e-02,1.825902282714843838e-01,1.890635925292968866e-01,-6.473364257812502798e-03
5.911000000000000000e+03,2.330000000000000000e+02,3.792317708333333565e-02,1.828066375732421978e-01,1.895343241373697862e-01,-6.727686564127588476e-03
5.919000000000000000e+03,2.250000000000000000e+02,3.662109375000000000e-02,1.829361429850260290e-01,1.900392537434895945e-01,-7.103110758463565544e-03
5.927000000000000000e+03,2.170000000000000000e+02,3.531901041666666435e-02,1.842585154215494736e-01,1.904998779296875056e-01,-6.241362508138031950e-03
5.935000000000000000e+03,2.090000000000000000e+02,3.401692708333333565e-02,1.849715230305989666e-01,1.909867136637369844e-01,-6.015190633138017828e-03
5.943000000000000000e+03,2.010000000000000000e+02,3.271484375000000000e-02,1.853410654703775973e-01,1.914950744628906298e-01,-6.154008992513032572e-03
5.951000000000000000e+03,1.930000000000000000e+02,3.141276041666666435e-02,1.850349019368489611e-01,1.920090148925781282e-01,-6.974112955729167007e-03
5.959000000000000000e+03,1.850000000000000000e+02,3.011067708333333218e-02,1.857985799153645812e-01,1.925513305664062480e-01,-6.752750651041666829e-03
5.967000000000000000e+03,1.770000000000000000e+02,2.880859375000000000e-02,1.865010213216145851e-01,1.930686940511067706e-01,-6.567672729492185502e-03
5.975000000000000000e+03,1.690000000000000000e+02,2.750651041666666782e-02,1.863839263916015621e-01,1.935988342285156205e-01,-7.214907836914058459e-03
5.983000000000000000e+03,1.610000000000000000e+02,2.620442708333333218e-02,1.874711120605468684e-01,1.941181203206380212e-01,-6.647008260091152865e-03
5.991000000000000000e+03,1.530000000000000000e+02,2.490234375000000000e-02,1.876809061686197933e-01,1.946314137776692654e-01,-6.950507609049472180e-03
5.999000000000000000e+03,1.450000000000000000e+02,2.360026041666666782e-02,1.886821879069010555e-01,1.951809132893880250e-01,-6.498725382486969515e-03
6.007000000000000000e+03,1.370000000000000000e+02,2.229817708333333218e-02,1.885635711669921832e-01,1.957212992350260417e-01,-7.157728068033858415e-03
6.015000000000000000e+03,1.290000000000000000e+02,2.099609375000000000e-02,1.893761016845703082e-01,1.962408681233724084e-01,-6.864766438802100135e-03
6.023000000000000000e+03,1.210000000000000000e+02,1.969401041666666782e-02,1.899734781901041558e-01,1.968214528401692753e-01,-6.847974650065119517e-03
6.031000000000000000e+03,1.130000000000000000e+02,1.839192708333333218e-02,1.898544718424479139e-01,1.974764424641927141e-01,-7.621970621744800223e-03
6.039000000000000000e+03,1.050000000000000000e+02,1.708984375000000000e-02,1.906867797851562463e-01,1.980478200276692691e-01,-7.361040242513022802e-03
6.047000000000000000e+03,9.700000000000000000e+01,1.578776041666666782e-02,1.910722615559895810e-01,1.986621704101562413e-01,-7.589908854166660390e-03
6.055000000000000000e+03,8.900000000000000000e+01,1.448567708333333391e-02,1.925769704182942743e-01,1.992501759847005172e-01,-6.673205566406242850e-03
6.063000000000000000e+03,8.100000000000000000e+01,1.318359375000000000e-02,1.930652425130208460e-01,1.999775248209635370e-01,-6.912282307942690940e-03
6.071000000000000000e+03,7.300000000000000000e+01,1.188151041666666609e-02,1.932063863118489710e-01,2.006876729329427067e-01,-7.481286621093735656e-03
6.079000000000000000e+03,6.500000000000000000e+01,1.057942708333333391e-02,1.940738240559895800e-01,2.013762695312500128e-01,-7.302445475260432861e-03
6.087000000000000000e+03,5.700000000000000000e+01,9.277343750000000000e-03,1.942638102213541662e-01,2.020668334960937507e-01,-7.803023274739584458e-03
6.095000000000000000e+03,4.900000000000000000e+01,7.975260416666666088e-03,1.953562204996744656e-01,2.028137837727864712e-01,-7.457563273112005620e-03
6.103000000000000000e+03,4.100000000000000000e+01,6.673177083333333044e-03,1.963226135253906268e-01,2.036390767415364456e-01,-7.316463216145818738e-03
6.111000000000000000e+03,3.300000000000000000e+01,5.371093750000000000e-03,1.974663004557291601e-01,2.044975240071614520e-01,-7.031223551432291829e-03
6.119000000000000000e+03,2.500000000000000000e+01,4.069010416666666956e-03,1.978482086181640731e-01,2.053765584309895920e-01,-7.528349812825518850e-03
6.127000000000000000e+03,1.700000000000000000e+01,2.766927083333333478e-03,1.989871571858723986e-01,2.064783843994140722e-01,-7.491227213541673535e-03
6.135000000000000000e+03,9.000000000000000000e+00,1.464843750000000000e-03,4.959997314453125083e-01,4.635392618815104004e-01,3.246046956380210791e-02
6.143000000000000000e+03,1.000000000000000000e+00,1.627604166666666576e-04,8.467545410156249730e-01,8.918301269531250242e-01,-4.507558593750005116e-02
